Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;62;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;4148;CAIXA PASSAGEM;379825;APLICAÇÃO: INSTALAÇÕES ELÉTRICAS, CARACTERÍSTICAS ADICIONAIS: COM TAMPA, TRATADA E PINTADA, DIMENSÕES: 150 X 150 X 80, MATERIAL: CHAPA DE AÇO;UN;2,0000;33,1400;66,2800;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;63;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;15560;CONECTOR;352817;CARACTERÍSTICAS ADICIONAIS: BARRA SINDAL P/CABO DE 2,5 MM, MATERIAL: BAQUELITE;UN;6,0000;41,1300;246,7800;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;64;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;5965;FONES, MICROFONES E ALTO-FALANTES;9732;MICROFONE;368179;APLICAÇÃO: ELETRONICAS, CARACTERÍSTICAS ADICIONAIS: PARA EVENTOS E CERIMONIAS, REFERÊNCIA FABRICANTE: LESON SM-58 P4, TIPO: DE MÃO COM FIO;UN;2,0000;184,3000;368,6000;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;65;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;6145;FIOS E CABOS ELÉTRICOS;675;CABO AUDIOFREQUÊNCIA;414177;COMPRIMENTO: 10, MATERIAL CONDUTOR: COBRE, MODELO: XLR/P10;UN;3,0000;42,5500;127,6500;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;66;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;10710;PILHA RECARREGAVEL;317533;MODELO: AA, CAPACIDADE CORRENTE: 2500, TENSÃO: 1,2, COMPOSIÇÃO: NÍQUAL METAL HIDRETO (NIMH);EMB;5,0000;268,4300;1342,1500;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;67;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;10710;PILHA RECARREGAVEL;351251;MODELO: AAA, CAPACIDADE CORRENTE: 900, TENSÃO: 1,2, COMPOSIÇÃO: NÍQUAL METAL HIDRETO (NIMH);EMB;5,0000;167,6200;838,1000;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;68;Material;788000-15/2025;Material para sistema de comunicação.;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;10710;PILHA RECARREGAVEL;415844;CAPACIDADE NOMINAL: 500, MODELO: 6F22, SISTEMA ELETROQUÍMICO: LITHIUM, TENSÃO NOMINAL: 9;EMB;5,0000;44,5600;222,8000;0,0000;30/06/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;71;Material;788000-19/2025;Moeda comemorativa;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;623868;ACABAMENTO: ESMALTADA, CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO DO ÓRGÃO, COR: DOURADA, DIÂMETRO: 50, ESPESSURA: 3, FINALIDADE: HOMENAGEM, MATERIAL: METAL, TIPO: CIRCULAR;UN;30,0000;58,2700;1748,1000;0,0000;31/07/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;72;Material;788000-19/2025;Moeda comemorativa;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;612580;ACABAMENTO: BANHADA EM  DOURADO, CARACTERÍSTICAS ADICIONAIS: GRAVAÇÃO ALTO/BAIXO RELEVO, COMPONENTES: ESTOJO EM ACRÍLICO, COR: DOURADA, DIÂMETRO: 60, ESPESSURA: 4, FINALIDADE: HOMENAGEM, MATERIAL: METAL, TIPO: DISCO;UN;30,0000;67,9300;2037,9000;0,0000;31/07/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;75;Material;788000-23/2025;Moedas comemorativas e bonés.;Catálogo do Compras.gov.br;Material;8405;VESTUÁRIO EXTERNO MASCULINO;14318;BONÉ;467384;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, COR: AZUL, MATERIAL CORPO: TECIDO MICROFIBRA, MATERIAL REGULADOR ABERTURA: PLÁSTICO, MODELO: TRADICIONAL, TAMANHO: ÚNICO;UN;150,0000;36,0000;5400,0000;0,0000;31/07/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;77;Material;788000-26/2025;Bonés e Moedas Comemorativa;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;486382;ACABAMENTO: BANHADA EM DOURADO ENVELHECIDO COM VERNIZ DE PROTE, CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, COMPONENTES: ENVELOPE DE VELUDO NA COR PRETA, COR: DOURADA, DIÂMETRO: 60, ESPESSURA: 4, FINALIDADE: HONRA AO MÉRITO E COMPETIÇÃO DESPORTIVA, MATERIAL: METAL, TIPO: GRAVAÇÃO EM ALTO E BAIXO RELEVO;UN;50,0000;58,2700;2913,5000;0,0000;31/07/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;78;Material;788000-26/2025;Bonés e Moedas Comemorativa;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;486382;ACABAMENTO: BANHADA EM DOURADO ENVELHECIDO COM VERNIZ DE PROTE, CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, COMPONENTES: ENVELOPE DE VELUDO NA COR PRETA, COR: DOURADA, DIÂMETRO: 60, ESPESSURA: 4, FINALIDADE: HONRA AO MÉRITO E COMPETIÇÃO DESPORTIVA, MATERIAL: METAL, TIPO: GRAVAÇÃO EM ALTO E BAIXO RELEVO;UN;50,0000;67,9300;3396,5000;0,0000;31/07/2025
COMANDO NAVAL DA AMAZONIA OCIDENTAL;788000;79;Material;788000-26/2025;Bonés e Moedas Comemorativa;Catálogo do Compras.gov.br;Material;8405;VESTUÁRIO EXTERNO MASCULINO;14318;BONÉ;467384;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, COR: AZUL, MATERIAL CORPO: TECIDO MICROFIBRA, MATERIAL REGULADOR ABERTURA: PLÁSTICO, MODELO: TRADICIONAL, TAMANHO: ÚNICO;UN;150,0000;36,0000;5400,0000;0,0000;31/07/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;5;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;947;REFRIGERANTE;;;-;0,0000;0,0000;86040,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;6;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;;;;;-;0,0000;0,0000;98640,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;7;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8910;OVOS E LATICÍNIOS;;;;;-;0,0000;0,0000;57712,5000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;8;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;;;;;-;0,0000;0,0000;98560,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;9;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;;;;;-;0,0000;0,0000;1347,8000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;10;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;946;GELO;;;-;0,0000;0,0000;11280,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;11;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;134820,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;12;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;64800,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;13;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;44940,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;14;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;;;;;-;0,0000;0,0000;19500,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;1;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;19560,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;2;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;;;;;-;0,0000;0,0000;55620,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;3;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;61380,0000;0,0000;28/03/2025
SERVICO DE SELECAO DO PESSOAL DA MARINHA;762500;4;Material;762500-9/2025;Aquisição de Gêneros Alimentícios;Catálogo do Compras.gov.br;Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;;;;;-;0,0000;0,0000;45000,0000;0,0000;28/03/2025
CENTRO DE ANALISES E SISTEMAS NAVAIS - MM/RJ;723000;1;Serviço;723000-60/2025;MANUTENÇÃO DO AR-CONDICIONADO CENTRAL;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;95932,0800;0,0000;03/03/2025
CENTRO DE ANALISES E SISTEMAS NAVAIS - MM/RJ;723000;2;Serviço;723000-68/2025;CONGRESSO - 5ª Semana Nacional de Administração Orçamentária e Financeira;Catálogo do Compras.gov.br;Serviço;951;SERVIÇOS FORNECIDOS POR ORGANIZAÇÕES COMERCIAL,DE EMPREGADORE DE PROFISSIONAIS;;;4375;ORGANIZAÇÃO DE CONGRESSO, SIMPÓSIO, CONFERÊNCIA E EXPOSIÇÃO;-;2,0000;4990,0000;9980,0000;0,0000;02/06/2025
DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI;785344;4;Serviço;785344-18/2025;Serviço de Manutenção em Freezers e Geladeira;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;9989;MANUTENÇÃO E REPARO DE APARELHOS ELETRODOMÉSTICOS;-;1,0000;3000,0000;3000,0000;0,0000;31/03/2025
DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI;785344;3;Serviço;785344-16/2025;Manutenção do Ar condicionado do rancho dos Sargentos, Caboe e Marinheiros da DelItajai;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2771;AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA;-;1,0000;4913,5000;4913,5000;0,0000;04/04/2025
DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI;785344;1;Serviço;785344-4/2025;TJIL-SAÚDE - CREDENCIAMENTO;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;12920;ASSISTÊNCIA MÉDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DE SAÚDE / CONVÊNIO;-;600000000,0000;0,0100;6000000,0000;0,0000;31/12/2025
DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI;785344;2;Material;785344-6/2025;Aquisição de Plaquetas em latão - COMSOC;Catálogo do Compras.gov.br;Material;9905;CARTAZES, MOSTRUÁRIOS E PLACAS DE IDENTIFICAÇÃO;14614;PLACA HOMENAGEM;618627;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, COMPRIMENTO PLACA: 20, LARGURA DA PLACA: 15, MATERIAL ESTOJO: ESTOJO AUTO-EXPOSITOR AVELUDADO, MATERIAL PLACA: AÇO ESCOVADO;UN;1,0000;220,0000;220,0000;0,0000;31/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;4;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;16,0000;4336,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;5;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;44,0000;11924,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;6;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;25,0000;6775,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;1;Serviço;720320-4/2025;Pagamento do Documento Único do DETRAN de Arrecadação (DUDA);Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;18260;TRÂNSITO - SUPERVISÃO E CONTROLE /APRENDIZAGEM / HABILITAÇÃO/ FISCALIZAÇÃO / CONDUTORES DE VEÍCULOS;-;1,0000;240,3400;240,3400;0,0000;31/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;7;Serviço;720320-8/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;16,0000;4336,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;8;Serviço;720320-8/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;44,0000;11924,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;9;Serviço;720320-8/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;25,0000;6775,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;10;Serviço;720320-9/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;16,0000;4336,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;11;Serviço;720320-9/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;44,0000;11924,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;12;Serviço;720320-9/2025;Contratação de serviço especializado em Buffet para a solenidade de passagem de Direção deste Centro;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;25,0000;6775,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;13;Material;720320-3/2025;Aquisição de inversor do ar condicionado da Sala de Estado CPSN;Catálogo do Compras.gov.br;Material;6130;CONVERSORES ELÉTRICOS ESTÁTICOS;19093;INVERSOR FREQUÊNCIA;615700;COMPONENTES: DISPLAY IHM, POTÊNCIA NOMINAL: 60, REFERÊNCIA FABRICANTE: 131L9869, TENSÃO NOMINAL: 380/480, TIPO: TRIFÁSICO;UN;1,0000;20490,0000;20490,0000;0,0000;04/04/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;14;Serviço;720320-10/2025;Serviço de manutenção corretiva em dois aparelhos de ares condicionados de 48.000 btu;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2801;MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO;-;1,0000;15000,0000;15000,0000;0,0000;10/04/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;15;Serviço;720320-11/2025;Capacitação de Pessoal em Análise de Flexibilidade de Tubulações de Processo.;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;18821;TREINAMENTO / CAPACITAÇÃO - SEGURANÇA INDUSTRIAL;-;2,0000;2900,0000;5800,0000;0,0000;02/06/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;16;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;16,0000;4336,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;17;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;44,0000;11924,0000;0,0000;14/03/2025
CENTRO DE PROJETOS DE SISTEMAS NAVAIS;720320;18;Serviço;720320-7/2025;Contratação de serviço de especializado em Buffet para a solenidade de Direção deste Centro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;271,0000;25,0000;6775,0000;0,0000;14/03/2025
ESTACAO RADIO DE CAMPOS NOVOS;781401;1;Material;781401-4/2025;Material Eletro Eletrônico;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;;;;;-;0,0000;0,0000;0,0001;0,0000;31/12/2025
ESTACAO RADIO DE CAMPOS NOVOS;781401;2;Material;781401-3/2025;Material de Proteção e Segurança;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;;;;;-;0,0000;0,0000;0,0001;0,0000;31/12/2025
ESTACAO RADIO DE CAMPOS NOVOS;781401;3;Material;781401-2/2025;CONTRATAÇÃO DE GLP (PARTICIPAÇÃO - CEIMSPA);Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;24000,0000;0,0000;31/03/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;1;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;3710;EQUIPAMENTO PARA PREPARAÇÃO DO SOLO;13556;ROÇADEIRA AGRÍCOLA;;;-;0,0000;0,0000;7719,3300;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;2;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;3694;EQUIPAMENTOS E INSTALAÇÕES PARA SANEAMENTO AMBIENTAL;14932;SOPRADOR;;;-;0,0000;0,0000;2267,2000;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;3;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;16932;FIO;;;-;0,0000;0,0000;2967,6000;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;4;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;3153;AVENTAL;;;-;0,0000;0,0000;187,7100;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;5;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;1373;PERNEIRA;;;-;0,0000;0,0000;200,6300;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;6;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;18482;CAPA PROTETORA;;;-;0,0000;0,0000;167,8900;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;7;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;14859;REDE PROTEÇÃO;;;-;0,0000;0,0000;1649,2100;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;8;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;3750;IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM;16257;VASSOURA JARDINAGEM;;;-;0,0000;0,0000;135,0500;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;9;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;13327;VASSOURA;;;-;0,0000;0,0000;164,0300;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;10;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;14017;PÁ COLETORA LIXO;;;-;0,0000;0,0000;201,7500;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;11;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;3750;IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM;1374;TESOURA PODA;;;-;0,0000;0,0000;175,7700;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;12;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;8130;CARRETÉIS E BOBINAS;4575;CARRETEL;;;-;0,0000;0,0000;1249,9300;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;13;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;3710;EQUIPAMENTO PARA PREPARAÇÃO DO SOLO;13634;PEÇA / COMPONENTE ROÇADEIRA;;;-;0,0000;0,0000;1772,8800;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;14;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;9150;ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS;19742;ÓLEO LUBRIFICANTE;;;-;0,0000;0,0000;2250,5000;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;15;Material;742020-10/2025;Aquisição de Roçadeiras e Kit reparo para Aramar.;Catálogo do Compras.gov.br;Material;5110;FERRAMENTAS MANUAIS DE CORTE, NÃO ACIONADAS POR FORÇA MOTRIZ;696;FACÃO;;;-;0,0000;0,0000;42,5700;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;16;Serviço;742020-9/2025;Serviço Comum de Engenharia.;Catálogo do Compras.gov.br;Serviço;833;SERVIÇOS DE ENGENHARIA;;;22225;SERVIÇO ENGENHARIA;-;1,0000;83500,0000;83500,0000;0,0000;31/07/2025
DIRETORIA DE DESENV NUCLEAR DA MARINHA;742020;17;Material;742020-8/2025;Fechaduras Digitais;Catálogo do Compras.gov.br;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;18319;FECHADURA DIGITAL;;;-;0,0000;0,0000;1316,6300;0,0000;30/04/2025
