"noau_cd_id"|"stat_cd_id"|"noau_cd_om"|"noau_ds_assunto"|"noau_tx_numero_na"|"qtde_prorrogacoes"
9049|8|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1072-4/2024"|1
8075|1|"1223"|NOTA DE AUDITORIA - PATRIMÔNIO|"99-5/2024"|10
6752|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2463-4/2023"|2
9513|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"555-1/2024"|1
4344|8|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1459-4/2023"|2
720|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"286-4/2023"|1
5565|8|"0557"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1312-1/2023"|3
1565|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"673-4/2023"|1
8107|1|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"86-2/2024"|1
8167|8|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"552-4/2024"|1
3335|1|"0576"|NOTA DE AUDITORIA - MUNICIAMENTO|"176-6/2023"|1
1892|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"786-4/2023"|1
5267|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1842-4/2023"|1
13284|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"370-4/2025"|1
4913|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1772-4/2023"|1
8401|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"779-4/2024"|5
7511|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"174-1/2024"|1
8176|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"561-4/2024"|2
11852|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"816-1/2024"|2
7215|1|"0303"|NOTA DE AUDITORIA - PATRIMÔNIO|"55-5/2024"|3
1060|1|"0303"|NOTA DE AUDITORIA - PATRIMÔNIO|"112-5/2023"|6
10575|1|"0228"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1850-4/2024"|1
7392|1|"1028"|NOTA DE AUDITORIA - MUNICIAMENTO|"58-6/2024"|2
6343|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2242-4/2023"|2
5992|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2037-4/2023"|3
8271|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"653-4/2024"|1
5039|1|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"729-2/2023"|3
1856|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"769-4/2023"|2
13133|1|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"263-4/2025"|1
2073|8|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"825-4/2023"|5
11909|8|"0635"|NOTA DE AUDITORIA - MUNICIAMENTO|"691-6/2024"|1
10354|8|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1657-4/2024"|1
5904|1|"0570"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"838-2/2023"|1
11684|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2543-4/2024"|2
9135|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1101-4/2024"|13
12496|1|"0830"|NOTA DE AUDITORIA - PATRIMÔNIO|"593-5/2024"|1
7861|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"362-4/2024"|5
2106|1|"0644"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"380-1/2023"|1
3543|8|"0577"|NOTA DE AUDITORIA - PATRIMÔNIO|"384-5/2023"|1
12977|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"131-4/2025"|1
5444|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1958-4/2023"|1
9427|1|"0711"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"532-1/2024"|1
12651|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3039-4/2024"|2
5875|1|"1064"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1429-1/2023"|2
11064|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2109-4/2024"|1
3029|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1135-4/2023"|1
8249|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"631-4/2024"|2
10411|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1709-4/2024"|1
7509|1|"0764"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"172-1/2024"|1
11205|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2240-4/2024"|1
6044|1|"0640"|NOTA DE AUDITORIA - PATRIMÔNIO|"886-5/2023"|1
7546|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"320-4/2024"|1
7680|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"349-4/2024"|2
8572|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"920-4/2024"|1
13302|1|"1141"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"386-4/2025"|2
8861|1|"0536"|NOTA DE AUDITORIA - MUNICIAMENTO|"358-6/2024"|1
2440|8|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"964-4/2023"|1
4838|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1716-4/2023"|2
8148|8|"0552"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"282-1/2024"|1
515|1|"1280"|NOTA DE AUDITORIA - MUNICIAMENTO|"7-6/2023"|3
5851|1|"1210"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"826-2/2023"|1
1141|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"456-4/2023"|1
6594|1|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"923-2/2023"|1
3634|1|"0513"|NOTA DE AUDITORIA - PATRIMÔNIO|"474-5/2023"|1
6241|1|"0004"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2193-4/2023"|1
4435|1|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1528-4/2023"|1
4843|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1721-4/2023"|1
1372|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"623-4/2023"|2
11530|1|"0535"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2449-4/2024"|1
3483|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1304-4/2023"|4
2376|1|"1020"|NOTA DE AUDITORIA - PATRIMÔNIO|"277-5/2023"|1
9485|1|"0228"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"138-2/2024"|2
8506|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"869-4/2024"|1
10342|1|"0127"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1647-4/2024"|1
7245|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"174-4/2024"|7
6793|1|"0050"|NOTA DE AUDITORIA - PATRIMÔNIO|"987-5/2023"|6
3296|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1301-4/2023"|1
6460|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2321-4/2023"|1
13059|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"213-4/2025"|2
4396|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1505-4/2023"|1
11439|1|"0686"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2425-4/2024"|1
3244|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1268-4/2023"|3
123|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"84-4/2022"|1
6890|1|"0126"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"57-4/2024"|1
6521|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2382-4/2023"|2
9928|1|"0656"|NOTA DE AUDITORIA - PATRIMÔNIO|"263-5/2024"|5
724|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"289-4/2023"|1
11750|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2607-4/2024"|6
4098|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1361-4/2023"|6
9800|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"575-1/2024"|1
11359|1|"1052"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2348-4/2024"|1
7015|1|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"141-4/2024"|4
3879|1|"0524"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"846-1/2023"|2
1057|1|"1085"|NOTA DE AUDITORIA - PATRIMÔNIO|"109-5/2023"|2
2553|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"473-1/2023"|1
5202|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1202-1/2023"|1
4130|8|"0520"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"973-1/2023"|1
11840|1|"0518"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"804-1/2024"|1
5879|1|"1070"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1432-1/2023"|2
12901|1|"0555"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"55-4/2025"|2
6868|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"35-4/2024"|10
5566|1|"0764"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1313-1/2023"|1
6213|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2180-4/2023"|1
4918|1|"0830"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1776-4/2023"|1
6084|1|"1280"|NOTA DE AUDITORIA - MUNICIAMENTO|"560-6/2023"|1
2338|1|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"911-4/2023"|1
10105|8|"0258"|NOTA DE AUDITORIA - MUNICIAMENTO|"654-6/2024"|1
9671|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1374-4/2024"|1
6207|8|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2174-4/2023"|1
4347|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1462-4/2023"|1
6289|1|"1011"|NOTA DE AUDITORIA - PATRIMÔNIO|"943-5/2023"|4
4380|8|"0126"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1489-4/2023"|1
9481|8|"1267"|NOTA DE AUDITORIA - PATRIMÔNIO|"188-5/2024"|2
8648|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"341-1/2024"|2
5701|1|"0002"|NOTA DE AUDITORIA - PATRIMÔNIO|"820-5/2023"|1
192|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"126-4/2022"|1
5848|1|"0694"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1408-1/2023"|2
4038|1|"1280"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"948-1/2023"|1
915|1|"0886"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"97-1/2023"|1
11230|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2262-4/2024"|3
9551|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1305-4/2024"|11
1272|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"581-4/2023"|1
9037|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1062-4/2024"|1
4729|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1644-4/2023"|1
3907|1|"0729"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"874-1/2023"|1
12935|1|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"89-4/2025"|1
9750|1|"0574"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1453-4/2024"|2
6791|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2496-4/2023"|16
11926|8|"0790"|NOTA DE AUDITORIA - MUNICIAMENTO|"705-6/2024"|1
9027|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1058-4/2024"|1
10477|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1752-4/2024"|1
1635|1|"0581"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"275-1/2023"|1
5866|1|"0533"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1420-1/2023"|1
140|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"91-4/2022"|2
11442|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"18-8/2024"|1
10088|1|"0835"|NOTA DE AUDITORIA - MUNICIAMENTO|"637-6/2024"|1
4732|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1647-4/2023"|1
2439|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"963-4/2023"|7
3525|1|"0307"|NOTA DE AUDITORIA - PATRIMÔNIO|"366-5/2023"|3
11913|1|"1258"|NOTA DE AUDITORIA - MUNICIAMENTO|"695-6/2024"|2
1322|1|"0228"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"127-2/2023"|4
6858|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"25-4/2024"|1
9820|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1502-4/2024"|3
9498|1|"1210"|NOTA DE AUDITORIA - PATRIMÔNIO|"203-5/2024"|3
11813|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2642-4/2024"|6
1846|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"760-4/2023"|1
8887|1|"1162"|NOTA DE AUDITORIA - MUNICIAMENTO|"384-6/2024"|1
8888|1|"0088"|NOTA DE AUDITORIA - MUNICIAMENTO|"385-6/2024"|1
6902|8|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"67-4/2024"|1
8742|8|"0004"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1019-4/2024"|1
10139|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"639-1/2024"|1
11528|1|"0512"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2447-4/2024"|1
8680|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"963-4/2024"|12
11540|1|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2458-4/2024"|1
6205|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2172-4/2023"|6
1158|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"473-4/2023"|1
13311|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"394-4/2025"|2
11388|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2375-4/2024"|7
7382|1|"1325"|NOTA DE AUDITORIA - MUNICIAMENTO|"48-6/2024"|1
7046|1|"0587"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"63-1/2024"|1
2501|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1008-4/2023"|3
12309|1|"0279"|NOTA DE AUDITORIA - MUNICIAMENTO|"874-6/2024"|1
1943|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"369-1/2023"|2
1161|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"476-4/2023"|1
2761|8|"1075"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"601-1/2023"|1
11217|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2252-4/2024"|1
10585|1|"1239"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1860-4/2024"|1
7122|1|"0576"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"116-1/2024"|1
5988|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2033-4/2023"|3
7155|1|"1064"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"144-1/2024"|2
3055|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1161-4/2023"|2
13040|1|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"194-4/2025"|1
6753|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2464-4/2023"|2
8524|1|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"883-4/2024"|2
3926|1|"0034"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"891-1/2023"|1
10929|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"5-8/2024"|1
10204|1|"0686"|NOTA DE AUDITORIA - PATRIMÔNIO|"324-5/2024"|1
7556|1|"0228"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"327-4/2024"|1
12373|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2812-4/2024"|2
5371|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1908-4/2023"|1
537|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"177-4/2023"|1
10483|8|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1758-4/2024"|1
1165|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"480-4/2023"|1
7507|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"286-4/2024"|1
9001|8|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1032-4/2024"|1
2104|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"378-1/2023"|3
11492|1|"1245"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"754-1/2024"|2
5711|1|"0635"|NOTA DE AUDITORIA - PATRIMÔNIO|"829-5/2023"|1
11322|1|"0002"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2311-4/2024"|2
8359|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"741-4/2024"|5
10657|8|"0259"|NOTA DE AUDITORIA - PATRIMÔNIO|"409-5/2024"|1
3288|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1298-4/2023"|1
6790|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2495-4/2023"|1
9558|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1312-4/2024"|13
7239|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"168-4/2024"|12
7026|1|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"44-1/2024"|2
290|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"61-4/2023"|1
7207|1|"0303"|NOTA DE AUDITORIA - PATRIMÔNIO|"47-5/2024"|3
1141|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"456-4/2023"|1
5372|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1909-4/2023"|1
1841|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"757-4/2023"|1
9046|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1071-4/2024"|1
2429|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"953-4/2023"|1
10321|1|"0588"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1626-4/2024"|1
5689|1|"0307"|NOTA DE AUDITORIA - PATRIMÔNIO|"809-5/2023"|1
4884|8|"0544"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"670-2/2023"|2
13191|1|"1074"|NOTA DE AUDITORIA - MUNICIAMENTO|"2-6/2025"|1
8674|1|"0533"|NOTA DE AUDITORIA - PATRIMÔNIO|"165-5/2024"|4
13055|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"209-4/2025"|1
8356|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"738-4/2024"|1
9934|8|"0765"|NOTA DE AUDITORIA - PATRIMÔNIO|"269-5/2024"|5
12585|1|"1325"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2975-4/2024"|1
4145|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1379-4/2023"|2
10841|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1977-4/2024"|4
10381|8|"0685"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1680-4/2024"|1
2809|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1058-4/2023"|6
9089|1|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"395-1/2024"|1
12954|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"108-4/2025"|1
11853|1|"1073"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"817-1/2024"|2
12171|1|"0764"|NOTA DE AUDITORIA - MUNICIAMENTO|"829-6/2024"|1
1743|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"308-1/2023"|1
370|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"133-4/2023"|1
3107|1|"0101"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1210-4/2023"|1
10382|1|"0508"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1681-4/2024"|2
6782|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2489-4/2023"|1
5853|1|"0761"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1411-1/2023"|3
4993|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1797-4/2023"|1
3928|1|"0575"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"893-1/2023"|5
238|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"21-4/2023"|1
934|1|"1251"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"116-1/2023"|1
5965|1|"0050"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1454-1/2023"|1
5153|8|"0544"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1164-1/2023"|1
4074|1|"0554"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"558-2/2023"|1
697|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"267-4/2023"|7
10130|1|"0524"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1561-4/2024"|2
1352|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"606-4/2023"|3
8694|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"972-4/2024"|1
11355|8|"0373"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2344-4/2024"|1
11595|1|"0695"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2510-4/2024"|1
9157|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1117-4/2024"|7
7204|1|"0883"|NOTA DE AUDITORIA - PATRIMÔNIO|"44-5/2024"|2
12508|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2908-4/2024"|1
11568|1|"0191"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2484-4/2024"|1
12601|1|"1052"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2991-4/2024"|1
5033|1|"1253"|NOTA DE AUDITORIA - PATRIMÔNIO|"697-5/2023"|1
12593|1|"0508"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2983-4/2024"|1
8130|1|"0518"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"268-1/2024"|1
12096|8|"1271"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"905-1/2024"|1
7739|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"234-1/2024"|1
4744|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1655-4/2023"|1
7031|1|"0584"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"49-1/2024"|2
6505|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2366-4/2023"|1
925|8|"0542"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"107-1/2023"|1
10319|1|"0034"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1624-4/2024"|1
4652|1|"0722"|NOTA DE AUDITORIA - MUNICIAMENTO|"365-6/2023"|1
8726|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1003-4/2024"|1
8688|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"967-4/2024"|3
6055|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2082-4/2023"|1
6491|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2352-4/2023"|1
10564|1|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1839-4/2024"|3
6069|1|"0554"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1465-1/2023"|7
8235|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"617-4/2024"|9
7205|1|"0883"|NOTA DE AUDITORIA - PATRIMÔNIO|"45-5/2024"|2
6406|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2268-4/2023"|3
8203|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"585-4/2024"|5
4040|8|"1271"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"950-1/2023"|1
12154|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2708-4/2024"|1
11143|1|"1258"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2186-4/2024"|1
3654|1|"0210"|NOTA DE AUDITORIA - PATRIMÔNIO|"494-5/2023"|1
9914|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1553-4/2024"|4
730|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"295-4/2023"|1
1548|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"656-4/2023"|1
7242|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"171-4/2024"|4
4262|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1036-1/2023"|1
